0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949
3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979
4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949
3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979
4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949
3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979,3.14159265358979
4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469,4.71238898038469
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949,1.5707963267949
